WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
181012_1F,F164.2,F164,181012_1E1F,targ_Xq955,,,targ_Xq955,targMN_LookSeq2,180929_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->2/0,,,,181012_1E1F,,,,LCMlook,,check seq,,,LCMlook,"targMN, X_955",,180929_targ_look,NA,TargMN_NA,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_9,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A5,,,6,4,3,10,76,6885,5317,4919,1514521,181015_Nextera_1A5,181015_Nextera_1A5,181015_Nextera_1A5
181012_1H,S147.1,S147,,exclude3_targ,,targMN_MN,exclude3_targ,targMN_LookSeq2,180929_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,"MN, targMN",,,,,,,"MN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180929_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_4,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A6,,,9,5,8,8,70,12813,9492,8072,1528288,181015_Nextera_1A6,181015_Nextera_1A6,181015_Nextera_1A6
181012_2A,F166.1,F166,181012_2A2B,exclude3_targ,,targMN_noMN,exclude3_targ,targMN_LookSeq2,180929_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/0,,,,181012_2A2B,,,"noMN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180929_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_5,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A7,,,8,5,1,13,72,5364,3806,3459,1517047,181015_Nextera_1A7,181015_Nextera_1A7,181015_Nextera_1A7
181012_2B,F166.2,F166,181012_2A2B,exclude3_targ,,targMN_MN,exclude3_targ,targMN_LookSeq2,180929_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/0,,,,181012_2A2B,,,"MN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180929_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_5,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A8,,,11,6,5,10,68,9215,7196,6510,1439984,181015_Nextera_1A8,181015_Nextera_1A8,181015_Nextera_1A8
181012_5B,S148.1,S148,,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,close to other,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A9,,,9,6,2,10,73,7935,5983,5447,1669734,181015_Nextera_1A9,181015_Nextera_1A9,181015_Nextera_1A9
181012_5C,F168.1,F168,181012_5C5D,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A10,,,9,5,4,9,73,11868,9353,8282,1714339,181015_Nextera_1A10,181015_Nextera_1A10,181015_Nextera_1A10
181012_5D,F168.2,F168,181012_5C5D,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A11,,,10,5,1,9,75,11650,9225,8154,1714062,181015_Nextera_1A11,181015_Nextera_1A11,181015_Nextera_1A11
181012_5E,F169.1,F169,181012_5E5F(5H),,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1A12,,,6,4,3,9,77,11121,8806,7919,1652234,181015_Nextera_1A12,181015_Nextera_1A12,181015_Nextera_1A12
181012_5F,F169.2,F169,181012_5E5F(5H),,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B1,,,9,5,4,9,73,11714,9064,7945,1543670,181015_Nextera_1B1,181015_Nextera_1B1,181015_Nextera_1B1
181012_5H,F169.3,F169,181012_5E5F(5H),,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B2,,,9,5,3,9,74,11594,9055,7964,1543520,181015_Nextera_1B2,181015_Nextera_1B2,181015_Nextera_1B2
181012_6A,F170.1,F170,181012_6A6B,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B3,,,11,6,1,10,71,10169,7856,6895,1402575,181015_Nextera_1B3,181015_Nextera_1B3,181015_Nextera_1B3
181012_6B,F170.2,F170,181012_6A6B,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B4,,,10,6,1,10,74,9370,7381,6730,1527983,181015_Nextera_1B4,181015_Nextera_1B4,181015_Nextera_1B4
181012_6C,F171.1,F171,181012_6C6D,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_9,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B5,,,9,5,2,9,74,11971,9364,8201,1431627,181015_Nextera_1B5,181015_Nextera_1B5,181015_Nextera_1B5
181012_6D,F171.2,F171,181012_6C6D,exclude3_QC,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_9,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B6,,,10,6,2,10,73,4679,3158,2791,1450434,181015_Nextera_1B6,181015_Nextera_1B6,181015_Nextera_1B6
181012_6E,S149.1,S149,,,,control_LCM_notreatment,c1,targMN_LookSeq2,180927_control_look,no,,NA,NA,NA,NA,,control,,,,,,,"control, no treatment",LCMlook,,,,,LCMlook,no,,180927_control_look,NA,control_LCM_notreatment,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_9,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,close to other,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B7,,,11,6,3,9,72,10592,8318,7417,1446951,181015_Nextera_1B7,181015_Nextera_1B7,181015_Nextera_1B7
181012_8A,F173.1,F173,181012_8A8B,targ_Xq955,,targMN_noMN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"noMN, targMN",LCMlook,,loss? Defect?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_1,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B8,,,11,6,1,10,71,10276,7873,6928,1383866,181015_Nextera_1B8,181015_Nextera_1B8,181015_Nextera_1B8
181012_8B,F173.2,F173,181012_8A8B,targ_Xq955,,targMN_MN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"MN, targMN",LCMlook,,"normal, check if MN ",,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_1,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B9,,,11,7,1,10,71,7280,5372,4820,1470623,181015_Nextera_1B9,181015_Nextera_1B9,181015_Nextera_1B9
181012_8C,F174.1,F174,181012_8C8D,targ_Xq955,,targMN_noMN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"noMN, targMN",LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_7,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B10,,,11,6,4,9,70,10558,8072,7020,1510297,181015_Nextera_1B10,181015_Nextera_1B10,181015_Nextera_1B10
181012_8D,F174.2,F174,181012_8C8D,targ_Xq955,,targMN_MN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"MN, targMN",LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_7,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B11,,,13,6,7,8,65,8412,4613,3990,965868,181015_Nextera_1B11,181015_Nextera_1B11,181015_Nextera_1B11
181012_8E,S150.1,S150,,targ_Xq955,,targMN_noMN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,"noMN, targMN",,,,,,,"noMN, targMN",LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_9,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1B12,,,10,6,4,10,70,11083,8652,7683,1955082,181015_Nextera_1B12,181015_Nextera_1B12,181015_Nextera_1B12
181012_8G,F176.1,F176,181012_8G8H,targ_Xq955,,,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->(1)/0,,,,,,,,LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,TargMN_NA,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_10,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C1,,,7,5,5,11,72,10559,8039,6958,1466244,181015_Nextera_1C1,181015_Nextera_1C1,181015_Nextera_1C1
181012_8H,F176.2,F176,181012_8G8H,targ_Xq955,,,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->(1)/0,,,,,,,,LCMlook,,normal?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,TargMN_NA,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_10,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C2,,,10,6,6,9,69,6186,4502,4121,1461922,181015_Nextera_1C2,181015_Nextera_1C2,181015_Nextera_1C2
181012_9A,F177.1,F177,181012_9A9B,targ_Xq955,,targMN_noMN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"noMN, targMN, NLS defect",LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_11,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C3,,,11,16,2,6,65,9273,6619,5289,1404891,181015_Nextera_1C3,181015_Nextera_1C3,181015_Nextera_1C3
181012_9B,F177.2,F177,181012_9A9B,targ_Xq955,,targMN_MN,targ_Xq955,targMN_LookSeq2,180922_targ_look,"targMN, X_955",,NA,NA,NA,NA,,X955 t->1/0,,,,,,,"MN, targMN",LCMlook,,defect? Loss?,,,LCMlook,"targMN, X_955",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos955A_11,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C4,,,7,5,1,9,77,9560,7564,6786,1713203,181015_Nextera_1C4,181015_Nextera_1C4,181015_Nextera_1C4
181012_9C,F178.1,F178,181012_9C9D,exclude3_targ,,targMN_noMN,exclude3_targ,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1(/0),,,,,,,"noMN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_1,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C5,,,10,6,1,9,74,9043,7050,6260,1407551,181015_Nextera_1C5,181015_Nextera_1C5,181015_Nextera_1C5
181012_9D,F178.2,F178,181012_9C9D,exclude3_QC,,targMN_MN,,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1(/0),,,,,,,"MN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_1,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C6,,,10,5,1,10,75,4429,3111,2781,1513729,181015_Nextera_1C6,181015_Nextera_1C6,181015_Nextera_1C6
181012_9E,F179.1,F179,181012_9E9F,exclude3_QC,,,,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/1,,,,,,,,LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,TargMN_NA,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C7,,,11,5,1,9,74,4390,3078,2796,1479341,181015_Nextera_1C7,181015_Nextera_1C7,181015_Nextera_1C7
181012_9F,F179.2,F179,181012_9E9F,exclude3_targ,,targMN_MN,exclude3_targ,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/1,,,,,,,"MN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_2,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C8,,,11,6,1,9,73,5951,4378,4003,1356052,181015_Nextera_1C8,181015_Nextera_1C8,181015_Nextera_1C8
181012_9G,F180.1,F180,181012_9G9H,exclude3_targ,,targMN_MN,exclude3_targ,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/0,,,,,,,"MN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,targMN_MN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_5,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C9,,,11,6,3,9,71,13361,9810,8259,1437046,181015_Nextera_1C9,181015_Nextera_1C9,181015_Nextera_1C9
181012_9H,F180.2,F180,181012_9G9H,exclude3_targ,,targMN_noMN,exclude3_targ,targMN_LookSeq2,180922_targ_look,"targMN, Xa_721",,NA,NA,NA,NA,,X721 t->1/0,,,,,,,"noMN, targMN",LCMlook,,,,,LCMlook,"targMN, Xa_721",,180922_targ_look,NA,targMN_noMN,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos721B_5,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1C10,,,10,6,1,10,73,6893,5181,4709,1905684,181015_Nextera_1C10,181015_Nextera_1C10,181015_Nextera_1C10
181013A_1A,F181.1,F181,181013A_(1A1B1C)1D1E,exclude3,"mult MN, multiple rupt times, persistant MN, only somewhat clear interpretation.",Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",C,1,0,0,0,,noco->1+1->(0+0)+0/1+0,S/G2,NA,,rupt frame18video1 - ~9h post release (S),,,noco_LCMlook,LCMlook,chr1 disomy?,chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp - granddaugt,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D1,,,6,4,6,9,75,10699,8477,7625,1977446,181015_Nextera_1D1,181015_Nextera_1D1,181015_Nextera_1D1
181013A_1B,F181.2,F181,181013A_(1A1B1C)1D1E,exclude3,"mult MN, multiple rupt times, persistant MN, only somewhat clear interpretation.",Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",A,1,0,0,0,,noco->1+1->(0+0)+0/1+0,S/G2,NA,,rupt frame18video1 - ~9h post release (S),,,noco_LCMlook,LCMlook,chr1 disomy?,chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp - granddaugt,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D2,,,6,4,2,10,78,5890,4439,4116,1395130,181015_Nextera_1D2,181015_Nextera_1D2,181015_Nextera_1D2
181013A_1C,F181.3,F181,181013A_(1A1B1C)1D1E,exclude3,"mult MN, multiple rupt times, persistant MN, only somewhat clear interpretation.",Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",B,0,1,0,0,,noco->1+1->(0+0)+0/1+0,S/G2,NA,,rupt frame18video1 - ~9h post release (S),,,noco_LCMlook,LCMlook,chr1 defective trisomy?,"chr1 in MN defect? (3:2), chr1 arm distribution in mothers?",3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D3,,,6,4,5,9,76,11232,8906,7873,1507029,181015_Nextera_1D3,181015_Nextera_1D3,181015_Nextera_1D3
181013A_1D,F181.4,F181,181013A_(1A1B1C)1D1E,exclude3,"mult MN, multiple rupt times, persistant MN, only somewhat clear interpretation.",Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c1,0,0,1,0,,noco->1+1->(0+0)+0/1+0,S/G2,NA,,no NLS from beginning,,,noco_LCMlook,LCMlook,"SOS: chr14 both allels loss!!, chr1 monosomy",chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,"1, 14",NA,PosB_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, cousin",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D4,,,6,4,1,10,78,7924,6286,5891,1602649,181015_Nextera_1D4,181015_Nextera_1D4,181015_Nextera_1D4
181013A_1E,F181.5,F181,181013A_(1A1B1C)1D1E,exclude3,"mult MN, multiple rupt times, persistant MN, only somewhat clear interpretation.",Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c2,0,0,0,1,,noco->1+1->(0+0)+0/1+0,S/G2,NA,,no NLS from beginning,,,noco_LCMlook,LCMlook,"chr1, monosomy",chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,cousin,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D5,,,6,5,6,9,74,8067,6420,5921,1463288,181015_Nextera_1D5,181015_Nextera_1D5,181015_Nextera_1D5
